year,month,day,ytp_acm_10_d,threefytp10,dkw_realtermprem10,dkw_realtermprem5f5,treas_pd,agency_pd,mbs_pd,corp_pd,log_dur_pd,aggincgap,dur_fieq,dur_fi
1972,9,28,1.412307179328963,,,,,,,,,,,
1972,9,29,1.372145439700765,,,,,,,,,,,
1972,10,2,1.407688693301608,,,,,,,,,,,
1972,10,3,1.393851516102623,,,,,,,,,,,
1972,10,4,1.399905418880673,,,,,,,,,,,
1972,10,5,1.393342414414691,,,,,,,,,,,
1972,10,6,1.342996426110277,,,,,,,,,,,
1972,10,10,1.378277532410019,,,,,,,,,,,
1972,10,11,1.37018589861797,,,,,,,,,,,
1972,10,12,1.374235804029482,,,,,,,,,,,
1972,10,13,1.362638573607988,,,,,,,,,,,
1972,10,16,1.352978757641231,,,,,,,,,,,
1972,10,17,1.346238302295187,,,,,,,,,,,
1972,10,18,1.35716423358925,,,,,,,,,,,
1972,10,19,1.34371519832405,,,,,,,,,,,
1972,10,20,1.35214060123475,,,,,,,,,,,
1972,10,24,1.346828659156368,,,,,,,,,,,
1972,10,25,1.339951052538448,,,,,,,,,,,
1972,10,26,1.339660221536519,,,,,,,,,,,
1972,10,27,1.34224522290385,,,,,,,,,,,
1972,10,30,1.343099425968284,,,,,,,,,,,
1972,10,31,1.339714331746938,,,,,,,,,,,
1972,11,1,1.344199982629531,,,,,,,,,,,
1972,11,2,1.342172062901388,,,,,,,,,,,
1972,11,3,1.35709692245407,,,,,,,,,,,
1972,11,6,1.350637208914197,,,,,,,,,,,
1972,11,8,1.345168110597536,,,,,,,,,,,
1972,11,9,1.33543834803394,,,,,,,,,,,
1972,11,10,1.348680796339321,,,,,,,,,,,
1972,11,13,1.367401279071187,,,,,,,,,,,
1972,11,14,1.365288543901652,,,,,,,,,,,
1972,11,15,1.353312486126191,,,,,,,,,,,
1972,11,16,1.362594279105226,,,,,,,,,,,
1972,11,17,1.348551248300426,,,,,,,,,,,
1972,11,20,1.323516222204819,,,,,,,,,,,
1972,11,21,1.36241661439966,,,,,,,,,,,
1972,11,22,1.346753943528228,,,,,,,,,,,
1972,11,24,1.349232256121964,,,,,,,,,,,
1972,11,27,1.334196637252093,,,,,,,,,,,
1972,11,28,1.338908386059851,,,,,,,,,,,
1972,11,29,1.319998586539554,,,,,,,,,,,
1972,11,30,1.326971560227818,,,,,,,,,,,
1972,12,1,1.330261400943852,,,,,,,,,,,
1972,12,4,1.315476048806986,,,,,,,,,,,
1972,12,5,1.312447777893594,,,,,,,,,,,
1972,12,6,1.299416462830142,,,,,,,,,,,
1972,12,7,1.300288873469583,,,,,,,,,,,
1972,12,8,1.306939507606494,,,,,,,,,,,
1972,12,11,1.300689005241719,,,,,,,,,,,
1972,12,12,1.309658634265024,,,,,,,,,,,
1972,12,13,1.314256406096265,,,,,,,,,,,
1972,12,14,1.314592271499788,,,,,,,,,,,
1972,12,15,1.300565015482522,,,,,,,,,,,
1972,12,18,1.299571649729651,,,,,,,,,,,
1972,12,19,1.307126149330047,,,,,,,,,,,
1972,12,20,1.2995290772348,,,,,,,,,,,
1972,12,21,1.269755645441874,,,,,,,,,,,
1972,12,22,1.269545919504194,,,,,,,,,,,
1972,12,26,1.258923485097784,,,,,,,,,,,
1972,12,27,1.231202363233522,,,,,,,,,,,
1972,12,28,1.223761442624117,,,,,,,,,,,
1972,12,29,1.209983691688383,,,,,,,,,,,
1973,1,2,1.188181340443674,,,,,,,,,,,
1973,1,3,1.200469726762824,,,,,,,,,,,
1973,1,4,1.199456614210683,,,,,,,,,,,
1973,1,5,1.196358877573835,,,,,,,,,,,
1973,1,8,1.196639982274341,,,,,,,,,,,
1973,1,9,1.193672096859171,,,,,,,,,,,
1973,1,10,1.185969205342317,,,,,,,,,,,
1973,1,11,1.172896323857969,,,,,,,,,,,
1973,1,12,1.153476071874425,,,,,,,,,,,
1973,1,15,1.133321351755226,,,,,,,,,,,
1973,1,16,1.130541098874995,,,,,,,,,,,
1973,1,17,1.127115415087136,,,,,,,,,,,
1973,1,18,1.140901505232566,,,,,,,,,,,
1973,1,19,1.150230951841045,,,,,,,,,,,
1973,1,22,1.142049215020235,,,,,,,,,,,
1973,1,23,1.133373867725944,,,,,,,,,,,
1973,1,24,1.132212465584836,,,,,,,,,,,
1973,1,25,1.119526856856526,,,,,,,,,,,
1973,1,26,1.066270281557961,,,,,,,,,,,
1973,1,29,1.080365874371865,,,,,,,,,,,
1973,1,30,1.09258490775481,,,,,,,,,,,
1973,1,31,1.082480508160804,,,,,,,,,,,
1973,2,1,1.106729298163958,,,,,,,,,,,
1973,2,2,1.11224923734399,,,,,,,,,,,
1973,2,5,1.121405049890202,,,,,,,,,,,
1973,2,6,1.124085390548476,,,,,,,,,,,
1973,2,7,1.1498002791214,,,,,,,,,,,
1973,2,8,1.162792325696292,,,,,,,,,,,
1973,2,9,1.158080195294949,,,,,,,,,,,
1973,2,13,1.142130154906321,,,,,,,,,,,
1973,2,14,1.147932473657233,,,,,,,,,,,
1973,2,15,1.13258500473351,,,,,,,,,,,
1973,2,16,1.110316128712304,,,,,,,,,,,
1973,2,20,1.030692823629004,,,,,,,,,,,
1973,2,21,1.015111835841974,,,,,,,,,,,
1973,2,22,1.013483056165708,,,,,,,,,,,
1973,2,23,.9870760780870329,,,,,,,,,,,
1973,2,26,.9491819113096218,,,,,,,,,,,
1973,2,27,.948630671952472,,,,,,,,,,,
1973,2,28,.9260246416178042,,,,,,,,,,,
1973,3,1,.9193061289401525,,,,,,,,,,,
1973,3,2,.867307541012452,,,,,,,,,,,
1973,3,5,.8548324321505758,,,,,,,,,,,
1973,3,6,.8114686964318043,,,,,,,,,,,
1973,3,7,.8141180065862619,,,,,,,,,,,
1973,3,8,.8078238897370298,,,,,,,,,,,
1973,3,9,.7943619177351939,,,,,,,,,,,
1973,3,12,.80084526701856,,,,,,,,,,,
1973,3,13,.8506557275474265,,,,,,,,,,,
1973,3,14,.9221576058625258,,,,,,,,,,,
1973,3,15,.9346100992206505,,,,,,,,,,,
1973,3,16,.8968172458900625,,,,,,,,,,,
1973,3,19,.8182139920732698,,,,,,,,,,,
1973,3,20,.9254687680928342,,,,,,,,,,,
1973,3,21,.9115920984563326,,,,,,,,,,,
1973,3,22,.8958396343161557,,,,,,,,,,,
1973,3,23,.8643217569871764,,,,,,,,,,,
1973,3,26,.9124007592944716,,,,,,,,,,,
1973,3,27,.8747149203179712,,,,,,,,,,,
1973,3,28,.8708682947466766,,,,,,,,,,,
1973,3,29,.8615425074973864,,,,,,,,,,,
1973,3,30,.8530616049978867,,,,,,,,,,,
1973,4,2,.8632540264285886,,,,,,,,,,,
1973,4,3,.8680014635440205,,,,,,,,,,,
1973,4,4,.8556633174392578,,,,,,,,,,,
1973,4,5,.8550684381818101,,,,,,,,,,,
1973,4,6,.8460339809427637,,,,,,,,,,,
1973,4,9,.882685242059372,,,,,,,,,,,
1973,4,10,.8898167557401813,,,,,,,,,,,
1973,4,11,.9112562271461622,,,,,,,,,,,
1973,4,12,.9181863951374112,,,,,,,,,,,
1973,4,13,.8933589727695237,,,,,,,,,,,
1973,4,16,.922018326473748,,,,,,,,,,,
1973,4,17,.9341632585021387,,,,,,,,,,,
1973,4,18,.9586924788440543,,,,,,,,,,,
1973,4,19,.945036536668951,,,,,,,,,,,
1973,4,23,.8774477696679153,,,,,,,,,,,
1973,4,24,.8967849851948753,,,,,,,,,,,
1973,4,25,.9293852885805647,,,,,,,,,,,
1973,4,26,.9990287639420119,,,,,,,,,,,
1973,4,27,.9945505327807487,,,,,,,,,,,
1973,4,30,.9940744963274639,,,,,,,,,,,
1973,5,1,.9928983751695917,,,,,,,,,,,
1973,5,2,1.003564587783923,,,,,,,,,,,
1973,5,3,1.013837706870889,,,,,,,,,,,
1973,5,4,1.020003980458055,,,,,,,,,,,
1973,5,7,1.018070825616295,,,,,,,,,,,
1973,5,8,1.029696634309474,,,,,,,,,,,
1973,5,9,1.046887634759091,,,,,,,,,,,
1973,5,10,1.062621082086824,,,,,,,,,,,
1973,5,11,1.047365768491636,,,,,,,,,,,
1973,5,14,1.049651447158819,,,,,,,,,,,
1973,5,15,1.086554369765962,,,,,,,,,,,
1973,5,16,1.075730839374804,,,,,,,,,,,
1973,5,17,1.024217724906936,,,,,,,,,,,
1973,5,18,1.234943006769394,,,,,,,,,,,
1973,5,21,1.036529759315165,,,,,,,,,,,
1973,5,22,1.014097432637653,,,,,,,,,,,
1973,5,23,.9600895993066514,,,,,,,,,,,
1973,5,24,.938426590051316,,,,,,,,,,,
1973,5,25,.9453113042094108,,,,,,,,,,,
1973,5,29,.9457598261096178,,,,,,,,,,,
1973,5,30,.9171751288532324,,,,,,,,,,,
1973,5,31,.9023924187252907,,,,,,,,,,,
1973,6,1,.8632211968621979,,,,,,,,,,,
1973,6,4,.8512540842193843,,,,,,,,,,,
1973,6,5,.8004693264836842,,,,,,,,,,,
1973,6,6,.7404591573985027,,,,,,,,,,,
1973,6,7,.7444716946623755,,,,,,,,,,,
1973,6,8,.7462772654722372,,,,,,,,,,,
1973,6,11,.7385845165965508,,,,,,,,,,,
1973,6,12,.7110842228490162,,,,,,,,,,,
1973,6,13,.7098295138355057,,,,,,,,,,,
1973,6,14,.71589256336211,,,,,,,,,,,
1973,6,15,.7245022566720793,,,,,,,,,,,
1973,6,18,.7224566143422386,,,,,,,,,,,
1973,6,19,.7063085602982202,,,,,,,,,,,
1973,6,20,.7144747556920343,,,,,,,,,,,
1973,6,21,.7182720266615599,,,,,,,,,,,
1973,6,22,.7320779702714972,,,,,,,,,,,
1973,6,25,.7487833822493268,,,,,,,,,,,
1973,6,26,.7572832148966233,,,,,,,,,,,
1973,6,27,.6784553429220841,,,,,,,,,,,
1973,6,28,.6980428925076652,,,,,,,,,,,
1973,6,29,.6687259569627519,,,,,,,,,,,
1973,7,2,.6308405473070078,,,,,,,,,,,
1973,7,3,.6032657379546702,,,,,,,,,,,
1973,7,5,.59021543775473,,,,,,,,,,,
1973,7,6,.5908420474139122,,,,,,,,,,,
1973,7,9,.6122038352342063,,,,,,,,,,,
1973,7,10,.5983591253578329,,,,,,,,,,,
1973,7,11,.6339728792331654,,,,,,,,,,,
1973,7,12,.6370217166603158,,,,,,,,,,,
1973,7,13,.6364236585136851,,,,,,,,,,,
1973,7,16,.6485336285881305,,,,,,,,,,,
1973,7,17,.6435320269260227,,,,,,,,,,,
1973,7,18,.6301339452230055,,,,,,,,,,,
1973,7,19,.654640724689088,,,,,,,,,,,
1973,7,20,.6760387676057364,,,,,,,,,,,
1973,7,23,.643047525515331,,,,,,,,,,,
1973,7,24,.6194774542415988,,,,,,,,,,,
1973,7,25,.6317821622753588,,,,,,,,,,,
1973,7,26,.6937796420474038,,,,,,,,,,,
1973,7,27,.7174200423682535,,,,,,,,,,,
1973,7,30,.7723709994612156,,,,,,,,,,,
1973,7,31,.7616880703616591,,,,,,,,,,,
1973,8,1,.61716063183668,,,,,,,,,,,
1973,8,2,.5621258806503988,,,,,,,,,,,
1973,8,3,.5172033996051404,,,,,,,,,,,
1973,8,6,.4339769652877932,,,,,,,,,,,
1973,8,7,.3649299706336429,,,,,,,,,,,
1973,8,8,.3734580298997585,,,,,,,,,,,
1973,8,9,.3971840865946907,,,,,,,,,,,
1973,8,10,.3765485607614032,,,,,,,,,,,
1973,8,13,.3916313087756071,,,,,,,,,,,
1973,8,14,.4498108740596116,,,,,,,,,,,
1973,8,15,.4792860968792176,,,,,,,,,,,
1973,8,16,.6051570492602334,,,,,,,,,,,
1973,8,17,.6521377200212433,,,,,,,,,,,
1973,8,20,.5963894384253248,,,,,,,,,,,
1973,8,21,.6013280883180698,,,,,,,,,,,
1973,8,22,.5827963571197357,,,,,,,,,,,
1973,8,23,.70653489438428,,,,,,,,,,,
1973,8,24,.7690501542138541,,,,,,,,,,,
1973,8,27,.6587071841239442,,,,,,,,,,,
1973,8,28,.660817324389714,,,,,,,,,,,
1973,8,29,.7342406393960497,,,,,,,,,,,
1973,8,30,.6937796608555882,,,,,,,,,,,
1973,8,31,.6799341626045967,,,,,,,,,,,
1973,9,4,.6571582326843126,,,,,,,,,,,
1973,9,5,.6788642466093808,,,,,,,,,,,
1973,9,6,.6267945252336045,,,,,,,,,,,
1973,9,7,.6993792120053399,,,,,,,,,,,
1973,9,10,.5156675137875988,,,,,,,,,,,
1973,9,11,.4671240736151168,,,,,,,,,,,
1973,9,12,.5100685937997529,,,,,,,,,,,
1973,9,13,.5661483936943048,,,,,,,,,,,
1973,9,14,.6068652635093272,,,,,,,,,,,
1973,9,17,.7822772301331646,,,,,,,,,,,
1973,9,18,.7926138712041801,,,,,,,,,,,
1973,9,19,.8225749888203646,,,,,,,,,,,
1973,9,20,.9153085590198433,,,,,,,,,,,
1973,9,21,.8941039214147626,,,,,,,,,,,
1973,9,24,1.060911104701789,,,,,,,,,,,
1973,9,25,1.057620580636226,,,,,,,,,,,
1973,9,26,1.072218511889069,,,,,,,,,,,
1973,9,27,1.070018485473367,,,,,,,,,,,
1973,9,28,1.127744568529246,,,,,,,,,,,
1973,10,1,1.093728389475516,,,,,,,,,,,
1973,10,2,.9316347383701373,,,,,,,,,,,
1973,10,3,.9719300847151011,,,,,,,,,,,
1973,10,4,.9211349538490223,,,,,,,,,,,
1973,10,5,1.05587029954035,,,,,,,,,,,
1973,10,9,1.052692145600992,,,,,,,,,,,
1973,10,10,.9320512539752732,,,,,,,,,,,
1973,10,11,.8867356733592491,,,,,,,,,,,
1973,10,12,.9377020973274393,,,,,,,,,,,
1973,10,15,.9153853167949713,,,,,,,,,,,
1973,10,16,.9301456762050764,,,,,,,,,,,
1973,10,17,.9878083494873646,,,,,,,,,,,
1973,10,18,.9962026127865276,,,,,,,,,,,
1973,10,19,.9823307465853848,,,,,,,,,,,
1973,10,23,.9529077815411116,,,,,,,,,,,
1973,10,24,.9326380476081715,,,,,,,,,,,
1973,10,25,.9415614112932094,,,,,,,,,,,
1973,10,26,.8737825271478563,,,,,,,,,,,
1973,10,29,.8643634378251885,,,,,,,,,,,
1973,10,30,.871279131721634,,,,,,,,,,,
1973,10,31,.8103240309139874,,,,,,,,,,,
1973,11,1,.7444301657664578,,,,,,,,,,,
1973,11,2,.7682297810177738,,,,,,,,,,,
1973,11,5,.6759696104415243,,,,,,,,,,,
1973,11,7,.6027661288134034,,,,,,,,,,,
1973,11,8,.5819636845192377,,,,,,,,,,,
1973,11,9,.5406907697051961,,,,,,,,,,,
1973,11,12,.5342546457472217,,,,,,,,,,,
1973,11,13,.5376623620836014,,,,,,,,,,,
1973,11,14,.5453554090402557,,,,,,,,,,,
1973,11,15,.6214795052952704,,,,,,,,,,,
1973,11,16,.6158913944050708,,,,,,,,,,,
1973,11,19,.5875372516639832,,,,,,,,,,,
1973,11,20,.5614196562027889,,,,,,,,,,,
1973,11,21,.540907795087219,,,,,,,,,,,
1973,11,23,.5282385466256176,,,,,,,,,,,
1973,11,26,.5780199818956158,,,,,,,,,,,
1973,11,27,.5767202972144814,,,,,,,,,,,
1973,11,28,.5555891432978362,,,,,,,,,,,
1973,11,29,.5542157699717807,,,,,,,,,,,
1973,11,30,.5398945276979523,,,,,,,,,,,
1973,12,3,.5495495382075068,,,,,,,,,,,
1973,12,4,.5412874128140421,,,,,,,,,,,
1973,12,5,.5251017281674324,,,,,,,,,,,
1973,12,6,.500620740104802,,,,,,,,,,,
1973,12,7,.5037120474589365,,,,,,,,,,,
1973,12,10,.4988727620736189,,,,,,,,,,,
1973,12,11,.5290260528342303,,,,,,,,,,,
1973,12,12,.5580985479065426,,,,,,,,,,,
1973,12,13,.552697589477769,,,,,,,,,,,
1973,12,14,.6030852311954193,,,,,,,,,,,
1973,12,17,.7950201355314226,,,,,,,,,,,
1973,12,18,.7579566824801631,,,,,,,,,,,
1973,12,19,.7877485038187935,,,,,,,,,,,
1973,12,20,.8211410683876998,,,,,,,,,,,
1973,12,21,.8840885209403631,,,,,,,,,,,
1973,12,26,.8526040769691337,,,,,,,,,,,
1973,12,27,.8830359678381239,,,,,,,,,,,
1973,12,28,.9024433896540733,,,,,,,,,,,
1973,12,31,.9013831332598947,,,,,,,,,,,
1974,1,2,.9475905616738292,,,,,,,,,,,
1974,1,3,.8731584371672607,,,,,,,,,,,
1974,1,4,.890469261480324,,,,,,,,,,,
1974,1,7,.8894926349965218,,,,,,,,,,,
1974,1,8,.9093310053553676,,,,,,,,,,,
1974,1,9,.9073980565704938,,,,,,,,,,,
1974,1,10,.8922676374637044,,,,,,,,,,,
1974,1,11,.8078267746058678,,,,,,,,,,,
1974,1,14,.8479618069575796,,,,,,,,,,,
1974,1,15,.9111796927215368,,,,,,,,,,,
1974,1,16,.9055733679631688,,,,,,,,,,,
1974,1,17,.8996459788193194,,,,,,,,,,,
1974,1,18,.8693565084875967,,,,,,,,,,,
1974,1,21,.8344461921401622,,,,,,,,,,,
1974,1,22,.8161891473229872,,,,,,,,,,,
1974,1,23,.8252358818829499,,,,,,,,,,,
1974,1,24,.8339926507674065,,,,,,,,,,,
1974,1,25,.8704395170264414,,,,,,,,,,,
1974,1,28,.9405334026283487,,,,,,,,,,,
1974,1,29,.9728807991856225,,,,,,,,,,,
1974,1,30,1.047792327325881,,,,,,,,,,,
1974,1,31,1.12859680407796,,,,,,,,,,,
1974,2,1,1.115135762084524,,,,,,,,,,,
1974,2,4,1.19644612257171,,,,,,,,,,,
1974,2,5,1.188469056877415,,,,,,,,,,,
1974,2,6,1.213011376476965,,,,,,,,,,,
1974,2,7,1.142395761784687,,,,,,,,,,,
1974,2,8,1.177519216135988,,,,,,,,,,,
1974,2,11,1.217553257195048,,,,,,,,,,,
1974,2,13,1.239546721968242,,,,,,,,,,,
1974,2,14,1.286342703953907,,,,,,,,,,,
1974,2,15,1.147676803782842,,,,,,,,,,,
1974,2,19,1.100126026738624,,,,,,,,,,,
1974,2,20,1.138913387979007,,,,,,,,,,,
1974,2,21,1.137178935966883,,,,,,,,,,,
1974,2,22,1.131785436485816,,,,,,,,,,,
1974,2,25,1.087310104412446,,,,,,,,,,,
1974,2,26,1.017149384739015,,,,,,,,,,,
1974,2,27,.9735603515091107,,,,,,,,,,,
1974,2,28,.9439459960630474,,,,,,,,,,,
1974,3,1,.9342760913050858,,,,,,,,,,,
1974,3,4,.9226085393412706,,,,,,,,,,,
1974,3,5,.9370959307643112,,,,,,,,,,,
1974,3,6,.9261544306316489,,,,,,,,,,,
1974,3,7,.8947049124543698,,,,,,,,,,,
1974,3,8,.8864971150405454,,,,,,,,,,,
1974,3,11,.9269390203577217,,,,,,,,,,,
1974,3,12,.9364001014308565,,,,,,,,,,,
1974,3,13,.9396718178493,,,,,,,,,,,
1974,3,14,.9335829679498246,,,,,,,,,,,
1974,3,15,.9617228363728216,,,,,,,,,,,
1974,3,18,.9548038247133359,,,,,,,,,,,
1974,3,19,.9355669099851278,,,,,,,,,,,
1974,3,20,.8740234822263622,,,,,,,,,,,
1974,3,21,.7807226145921069,,,,,,,,,,,
1974,3,22,.8294746195371427,,,,,,,,,,,
1974,3,25,.8573877714198641,,,,,,,,,,,
1974,3,26,.8478972127156261,,,,,,,,,,,
1974,3,27,.8794686937405327,,,,,,,,,,,
1974,3,28,.8188812370106531,,,,,,,,,,,
1974,3,29,.8408966886723501,,,,,,,,,,,
1974,4,1,.8839833415490173,,,,,,,,,,,
1974,4,2,.8910431870502187,,,,,,,,,,,
1974,4,3,.9157549419619233,,,,,,,,,,,
1974,4,4,.8897859363731717,,,,,,,,,,,
1974,4,5,.8740511494915033,,,,,,,,,,,
1974,4,8,.8685067344345825,,,,,,,,,,,
1974,4,9,.88382275435408,,,,,,,,,,,
1974,4,10,.9173364780381776,,,,,,,,,,,
1974,4,11,.9013718663716235,,,,,,,,,,,
1974,4,15,.9284148214186025,,,,,,,,,,,
1974,4,16,.9295254937805355,,,,,,,,,,,
1974,4,17,.884723870640082,,,,,,,,,,,
1974,4,18,.9050797499486567,,,,,,,,,,,
1974,4,19,.9246351705914728,,,,,,,,,,,
1974,4,22,.9419455817192741,,,,,,,,,,,
1974,4,23,.9423709221196166,,,,,,,,,,,
1974,4,24,.9625601651585978,,,,,,,,,,,
1974,4,25,.949066316457893,,,,,,,,,,,
1974,4,26,.9589422014761624,,,,,,,,,,,
1974,4,29,.9039721209247515,,,,,,,,,,,
1974,4,30,.9054931707706748,,,,,,,,,,,
1974,5,1,.8902731553068106,,,,,,,,,,,
1974,5,2,.8827059412743639,,,,,,,,,,,
1974,5,3,.8194138675171887,,,,,,,,,,,
1974,5,6,.8018966772145895,,,,,,,,,,,
1974,5,7,.6929308451137866,,,,,,,,,,,
1974,5,8,.7825442710423989,,,,,,,,,,,
1974,5,9,.7096197087298295,,,,,,,,,,,
1974,5,10,.8037443460564395,,,,,,,,,,,
1974,5,13,.8543440688950792,,,,,,,,,,,
1974,5,14,.784834615922664,,,,,,,,,,,
1974,5,15,.6658479409075815,,,,,,,,,,,
1974,5,16,.6212936631069219,,,,,,,,,,,
1974,5,17,.7011317829595258,,,,,,,,,,,
1974,5,20,.6711009495263562,,,,,,,,,,,
1974,5,21,1.043585836293539,,,,,,,,,,,
1974,5,22,1.143524243631187,,,,,,,,,,,
1974,5,23,1.133621039754391,,,,,,,,,,,
1974,5,24,1.128076598669926,,,,,,,,,,,
1974,5,28,1.135053604656134,,,,,,,,,,,
1974,5,29,1.087575932906939,,,,,,,,,,,
1974,5,30,1.05270856367674,,,,,,,,,,,
1974,5,31,1.006580180508112,,,,,,,,,,,
1974,6,3,.9720055267731826,,,,,,,,,,,
1974,6,4,1.03878740952779,,,,,,,,,,,
1974,6,5,1.037401503607851,,,,,,,,,,,
1974,6,6,1.064551469933709,,,,,,,,,,,
1974,6,7,1.041564250650216,,,,,,,,,,,
1974,6,10,1.034964871258601,,,,,,,,,,,
1974,6,11,1.029051634691919,,,,,,,,,,,
1974,6,12,1.008788373996466,,,,,,,,,,,
1974,6,13,.9621477102494458,,,,,,,,,,,
1974,6,14,.9650252068675167,,,,,,,,,,,
1974,6,17,1.015515477647885,,,,,,,,,,,
1974,6,18,1.009570539540925,,,,,,,,,,,
1974,6,19,1.037789706045418,,,,,,,,,,,
1974,6,20,1.05835583747848,,,,,,,,,,,
1974,6,21,1.033264211610725,,,,,,,,,,,
1974,6,24,1.061985175703525,,,,,,,,,,,
1974,6,25,.9504546273336762,,,,,,,,,,,
1974,6,26,1.038371790311481,,,,,,,,,,,
1974,6,27,.7815624745624934,,,,,,,,,,,
1974,6,28,.9916328504168108,,,,,,,,,,,
1974,7,1,.7709495470313437,,,,,,,,,,,
1974,7,2,1.024369037902833,,,,,,,,,,,
1974,7,3,.5214377765684564,,,,,,,,,,,
1974,7,5,.4244147909486458,,,,,,,,,,,
1974,7,8,.4063264628472112,,,,,,,,,,,
1974,7,9,.4592885027361753,,,,,,,,,,,
1974,7,10,.5356078634250618,,,,,,,,,,,
1974,7,11,.6417164176607537,,,,,,,,,,,
1974,7,12,.8200814536894612,,,,,,,,,,,
1974,7,15,.7972699555787823,,,,,,,,,,,
1974,7,16,.8274650939185824,,,,,,,,,,,
1974,7,17,.8568335239927398,,,,,,,,,,,
1974,7,18,.8522497771346256,,,,,,,,,,,
1974,7,19,.8784581974470118,,,,,,,,,,,
1974,7,22,.8457194675677115,,,,,,,,,,,
1974,7,23,1.291186566387048,,,,,,,,,,,
1974,7,24,1.293973871758371,,,,,,,,,,,
1974,7,25,1.276691000136583,,,,,,,,,,,
1974,7,26,1.153687697057775,,,,,,,,,,,
1974,7,29,1.091149338447078,,,,,,,,,,,
1974,7,30,.5961795433652295,,,,,,,,,,,
1974,7,31,.6464837644830412,,,,,,,,,,,
1974,8,1,.5849990413440294,,,,,,,,,,,
1974,8,2,.579957173536009,,,,,,,,,,,
1974,8,5,1.247506602262176,,,,,,,,,,,
1974,8,6,1.267802401832239,,,,,,,,,,,
1974,8,7,1.241356081601208,,,,,,,,,,,
1974,8,8,1.20786396905513,,,,,,,,,,,
1974,8,9,1.2005965218704,,,,,,,,,,,
1974,8,12,1.208979760016835,,,,,,,,,,,
1974,8,13,1.207269778504397,,,,,,,,,,,
1974,8,14,1.210497743765395,,,,,,,,,,,
1974,8,15,1.255145581256803,,,,,,,,,,,
1974,8,16,1.251215232960581,,,,,,,,,,,
1974,8,19,1.220133020624287,,,,,,,,,,,
1974,8,20,1.163714654680023,,,,,,,,,,,
1974,8,21,1.09123559387756,,,,,,,,,,,
1974,8,22,.9291864179468652,,,,,,,,,,,
1974,8,23,.8576889049128793,,,,,,,,,,,
1974,8,26,.9546283609837127,,,,,,,,,,,
1974,8,27,.9862698292838186,,,,,,,,,,,
1974,8,28,.9892053788834376,,,,,,,,,,,
1974,8,29,.9848031049795321,,,,,,,,,,,
1974,8,30,.9859822008021464,,,,,,,,,,,
1974,9,3,1.01295353477674,,,,,,,,,,,
1974,9,4,1.016135341151626,,,,,,,,,,,
1974,9,5,1.054362919891982,,,,,,,,,,,
1974,9,6,1.09893303220554,,,,,,,,,,,
1974,9,9,1.209130443315883,,,,,,,,,,,
1974,9,10,1.209253135820057,,,,,,,,,,,
1974,9,11,1.229101777191092,,,,,,,,,,,
1974,9,12,1.205995376310582,,,,,,,,,,,
1974,9,13,1.208764997610349,,,,,,,,,,,
1974,9,16,1.351880587284349,,,,,,,,,,,
1974,9,17,1.355626353871071,,,,,,,,,,,
1974,9,18,1.287501226101318,,,,,,,,,,,
1974,9,19,1.317112727195478,,,,,,,,,,,
1974,9,20,1.319140201585751,,,,,,,,,,,
1974,9,23,1.285317768515604,,,,,,,,,,,
1974,9,24,1.280539488759702,,,,,,,,,,,
1974,9,25,1.321083844426397,,,,,,,,,,,
1974,9,26,1.376060109219202,,,,,,,,,,,
1974,9,27,1.433876020262733,,,,,,,,,,,
1974,9,30,1.425741963496708,,,,,,,,,,,
1974,10,1,1.376088149895871,,,,,,,,,,,
1974,10,2,1.350171588345291,,,,,,,,,,,
1974,10,3,.8994751004023334,,,,,,,,,,,
1974,10,4,1.044982979290206,,,,,,,,,,,
1974,10,7,1.200059985450867,,,,,,,,,,,
1974,10,8,1.095323640754723,,,,,,,,,,,
1974,10,9,1.023962880814416,,,,,,,,,,,
1974,10,10,1.028270240383357,,,,,,,,,,,
1974,10,11,.9934474980402284,,,,,,,,,,,
1974,10,15,.9801663513916896,,,,,,,,,,,
1974,10,16,.9694839510247952,,,,,,,,,,,
1974,10,17,.9668635066816806,,,,,,,,,,,
1974,10,18,1.062429022217798,,,,,,,,,,,
1974,10,21,1.070959863467855,,,,,,,,,,,
1974,10,22,1.055536784913348,,,,,,,,,,,
1974,10,23,1.08203788582304,,,,,,,,,,,
1974,10,24,1.101462878590032,,,,,,,,,,,
1974,10,25,1.063915200800797,,,,,,,,,,,
1974,10,28,1.016349991710037,,,,,,,,,,,
1974,10,29,1.089274226167015,,,,,,,,,,,
1974,10,30,1.123538465773725,,,,,,,,,,,
1974,10,31,1.026168333838927,,,,,,,,,,,
1974,11,1,1.042633600754392,,,,,,,,,,,
1974,11,4,1.095229788515184,,,,,,,,,,,
1974,11,6,1.122726539739887,,,,,,,,,,,
1974,11,7,1.198363201450654,,,,,,,,,,,
1974,11,8,1.221102218965383,,,,,,,,,,,
1974,11,12,1.219620464553615,,,,,,,,,,,
1974,11,13,1.187021600641364,,,,,,,,,,,
1974,11,14,1.206294961758988,,,,,,,,,,,
1974,11,15,1.292141639518141,,,,,,,,,,,
1974,11,18,1.252816539266482,,,,,,,,,,,
1974,11,19,1.237650305856529,,,,,,,,,,,
1974,11,20,1.301093942891539,,,,,,,,,,,
1974,11,21,1.299594209926528,,,,,,,,,,,
1974,11,22,1.31865387187712,,,,,,,,,,,
1974,11,25,1.291915777203542,,,,,,,,,,,
